Glottocode,LANG_IS,Shp_Lng,Shap_Ar,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,glottolog_macroarea,status,family_id,parent_id,latitude,longitude,child_dialect_count,country_ids,family_name,Family_size,DPLACE subsistence,Forager language definite,Forager language possible,ISO3,LON,LAT,island,written,EA033_Extended
aikl1237,mwg,0.533974487,0.003199326,3700,4,3700,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, West Arawe",-6.2243,149.5524,6a,T,Papunesia,safe,aust1307,west2530,-6.23575,149.571,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
aima1241,aiq,7.866017049,3.247593201,701000,6,701000,2,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",34.4552,64.4504,6a,F,Eurasia,safe,indo1319,east2745,35.283,59.1756,10,AF IR,Indo-European,588,NA,0,0,IRN,54.2854515,32.51891732,0,0,NA
aime1238,ail,1.346465753,0.069707843,140,3,140,1,Trans-New Guinea,"Trans-New Guinea, Bosavi",-6.7313,142.6612,7,F,Papunesia,definitely endangered,bosa1245,bosa1246,-6.68656,142.656,0,PG,Bosavi,7,NA,0,1,PNG,144.3312156,-6.645007134,1,0,NA
aimo1244,aim,0.646964671,0.021107721,2640,4,2640,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Northwestern",24.4861,94.0349,6a,T,Eurasia,definitely endangered,sino1245,aimo1247,24.6437,94.3556,1,IN NP,Sino-Tibetan,496,1,0,0,IND,79.59370376,22.92500641,0,1,0
ainb1238,aic,0.309332134,0.005817269,100,3,100,1,Border,"Border, Bewani",-3.0762,141.1173,8a,F,Papunesia,definitely endangered,bord1247,pagi1245,-3.09214,141.149,0,PG,Border,15,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
ainu1240,ain,NA,NA,10,2,10,1,Language isolate,Language isolate,43.0553,142.8746,8b,T,Eurasia,critically endangered,ainu1252,hokk1250,43.633654,142.46167,2,JP,Ainu,3,0,1,0,JPN,136.8819473,36.01907537,1,1,1
ainu1251,aib,1.081511727,0.02061859,6570,4,6570,1,Turkic,"Turkic, Eastern",38.4055,77.2202,6b,F,Eurasia,definitely endangered,turk1311,east2792,39.2714,76.4209,0,CN,Turkic,44,NA,0,0,CHN,103.8653653,36.60943238,0,0,NA
aiom1240,aki,0.632306986,0.01838136,750,3,750,1,Ramu-Lower Sepik,"Ramu-Lower Sepik, Ramu, Middle Ramu",-5.1447,144.7733,6a,F,Papunesia,definitely endangered,lowe1437,aian1241,-5.13467,144.765,0,PG,Lower Sepik-Ramu,30,NA,0,1,PNG,144.3312156,-6.645007134,1,0,NA
airo1242,air,1.29693441,0.092952695,1000,4,1000,1,Tor-Kwerba,"Tor-Kwerba, Greater Kwerba, Kwerba, West Coast",-1.8836,138.1571,6a,F,Papunesia,vulnerable,kwer1242,west1486,-1.8522,138.158,0,ID,Greater Kwerba,8,NA,0,1,IDN,114.0226835,-0.254301557,1,0,NA
aito1238,aio,1.048244172,0.084685919,1500,4,1500,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",26.3535,93.9212,6b,T,Eurasia,definitely endangered,taik1256,assa1264,26.5145,92.3169,0,IN,Tai-Kadai,95,NA,0,0,IND,79.59370376,22.92500641,0,1,NA
ajab1235,ajg,2.635588569,0.182119014,1133000,7,1133000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe, Aja",6.9659,1.7637,5,T,Africa,safe,atla1278,gbee1241,7.06634,1.64992,4,BJ TG,Atlantic-Congo,1436,NA,0,0,BEN,2.337377553,9.647430781,0,1,NA
ajas1235,aja,0.500352219,0.014033618,200,3,200,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Kresh",8.5273,25.6158,8b,F,Africa,definitely endangered,kres1240,kres1240,8.58003,25.6122,0,SD,Kresh-Aja,3,NA,0,0,SSD,30.19861758,7.292889715,0,0,NA
ajie1238,aji,2.433298689,0.156378662,5360,4,5360,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Wailic",-21.3746,165.4721,5,T,Papunesia,safe,aust1307,houa1234,-21.3029,165.468,0,NC,Austronesian,1276,1,0,0,NCL,165.5344746,-21.26135761,1,1,1
ajyi1238,cpc,1.935916596,0.229561901,4000,4,4000,1,Maipurean,"Maipurean, Southern, Campa, Ashéninga",-9.8726,-74.592,6b,T,South America,vulnerable,araw1281,ashe1271,-9.82364,-74.61947,0,PE,Arawakan,76,1,0,0,PER,-74.39180582,-9.191562905,0,1,0
akaa1242,soh,0.254528021,0.004449284,300,3,300,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Eastern Jebel, Aka-Kelo-Molo",11.2119,33.6529,8a,F,Africa,definitely endangered,east2386,akak1254,11.2101,33.6524,0,SD,Eastern Jebel,4,NA,0,0,SDN,29.86260401,15.990585,0,0,NA
akan1250,aka,18.53187668,4.548482847,8231300,7,9231300,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Akan",6.5088,-1.2778,3,T,Africa,safe,atla1278,akan1251,6.34756,-1.33254,10,GH TG,Atlantic-Congo,1436,1,0,0,GHA,-1.236968556,7.928651813,0,1,1
akas1242,aks,1.535180445,0.076915471,59200,5,59200,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma, Ntcham",8.8582,1.398,6a,F,Africa,safe,atla1278,ntch1241,8.8858,1.37035,0,TG,Atlantic-Congo,1436,NA,0,0,TGO,0.996403944,8.439541955,0,0,NA
akaw1239,ake,3.770216077,0.654874653,5850,4,5850,3,Cariban,"Cariban, North Amazonian, Pemón, Pemón proper, Kapong",5.9836,-60.4129,6b,T,South America,vulnerable,cari1283,kapo1251,6.16277,-60.862,0,BR GY VE,Cariban,42,NA,0,0,GUY,-58.97120311,4.790225375,0,1,NA
akeb1238,keu,1.145200697,0.083028907,70300,5,70300,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Kebu-Animere",7.7894,0.7821,5,T,Africa,safe,atla1278,kebu1246,7.78365,0.77668,0,TG,Atlantic-Congo,1436,NA,0,0,TGO,0.996403944,8.439541955,0,1,NA
akee1238,aik,0.445304064,0.012204348,3000,4,3000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Western, Southwestern, B",8.5902,8.7631,6a,F,Africa,vulnerable,atla1278,eggo1240,8.59543,8.75768,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
akei1237,tsr,0.953678183,0.040637318,650,3,650,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo",-15.5021,166.7732,6a,T,Papunesia,safe,aust1307,west2845,-15.6377,166.767,0,VU,Austronesian,1276,NA,0,0,NA,NA,NA,0,1,NA
akeu1235,aeu,0.878586456,0.013229648,12400,5,12400,4,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",22.1959,101.0823,5,T,Eurasia,definitely endangered,sino1245,akha1246,22.1959,101.0823,0,CN LA MM TH,Sino-Tibetan,496,NA,0,0,CHN,103.8653653,36.60943238,0,1,NA
akha1245,ahk,3.871674923,0.200710194,610860,6,610860,5,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",20.9274,100.1019,3,T,Eurasia,safe,sino1245,akha1246,21.2309,100.964,2,CN LA MM TH VN,Sino-Tibetan,496,1,0,0,LAO,103.7502599,18.44497809,0,1,0
akhv1239,akv,1.253334052,0.022540739,210,3,210,2,North Caucasian,"North Caucasian, East Caucasian, Avar-Andic, Andic",42.5284,46.3175,6b,F,Eurasia,definitely endangered,nakh1245,andi1254,42.4003,46.3037,5,RU,Nakh-Daghestanian,34,NA,0,0,RUS,99.21652679,61.69256471,0,0,NA
akkk1240,akq,0.15084855,0.001727863,10,2,10,1,Sepik,"Sepik, Yellow River",-3.5557,141.7899,8b,F,Papunesia,severely endangered,sepi1257,yell1247,-3.57026,141.784,0,PG,Sepik,36,NA,0,1,PNG,144.3312156,-6.645007134,1,0,NA
akla1241,akl,2.563453996,0.166249347,525600,6,525600,1,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, West, Aklan",11.5895,122.2905,4,T,Papunesia,safe,aust1307,akla1240,11.5543,122.354,0,PH,Austronesian,1276,1,0,0,PHL,121.5444424,15.75094435,1,1,NA
akol1237,akt,1.304992857,0.011694942,950,3,950,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, East Arawe",-6.2491,150.1394,6a,F,Papunesia,safe,aust1307,east2763,-6.22711,150.182,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
akoo1248,bss,1.84056025,0.15871597,100000,6,100000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Lundu-Balong (A.15C)",4.9552,9.6526,5,T,Africa,safe,atla1278,cent2284,4.9243,9.65522,7,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
akoy1238,miw,1.136146031,0.055611487,800,3,800,1,Trans-New Guinea,"Trans-New Guinea, Angan, Nuclear Angan",-7.6793,145.6957,5,T,Papunesia,definitely endangered,anga1289,tain1255,-7.66067,145.669,0,PG,Angan,13,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
akpa1238,akf,0.934518775,0.049397569,26900,5,26900,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Yatye-Akpa",7.3286,7.9929,6a,F,Africa,safe,atla1278,yaty1238,7.32586,8.01629,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
akpe1248,ibe,0.398529404,0.008368725,10000,5,10000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes",7.6044,5.8943,6a,F,Africa,definitely endangered,atla1278,akpe1249,7.50256,5.95559,9,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
akru1241,afi,0.287843087,0.005328149,75,2,75,1,Ramu-Lower Sepik,"Ramu-Lower Sepik, Ramu, Tamolan",-4.8827,144.811,7,F,Papunesia,severely endangered,lowe1437,tamo1242,-4.88687,144.821,0,PG,Lower Sepik-Ramu,30,NA,0,1,PNG,144.3312156,-6.645007134,1,0,NA
akuk1235,ayk,0.461141756,0.012602288,NA,NA,NA,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern",7.3836,6.3236,6a,F,Africa,safe,atla1278,okpe1251,7.40354,6.34264,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
akum1238,aku,0.236046399,0.003361869,1400,4,1400,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Yukuben-Kuteb",6.8383,9.9956,6a,F,Africa,definitely endangered,atla1278,akum1239,6.85716,9.96261,0,CM NG,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,0,NA
akun1241,aqz,0.809206607,0.02093215,5,1,5,1,Tupian,"Tupian, Tuparí",-12.8322,-60.9716,8b,F,South America,critically endangered,tupi1275,akun1243,-12.8322,-60.9716,0,BR,Tupian,71,NA,0,0,BRA,-53.05434004,-10.80677364,0,0,NA
akwa1248,akw,4.923343051,0.500311593,36000,5,36000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Mboshi (C.22)",-0.118,15.6413,6b,F,Africa,vulnerable,atla1278,koyo1244,-0.39897,15.4623,0,CG,Atlantic-Congo,1436,NA,0,0,COG,15.13446177,-0.837801087,0,0,NA
alab1237,akz,0.511356735,0.013216338,370,3,370,1,Muskogean,"Muskogean, Eastern Muskogean, Central Muskogean, Apalachee-Alabama-Koasati, Alabama-Koasati",30.7687,-94.6379,7,F,North America,definitely endangered,musk1252,alab1247,30.76738,-94.62848,0,US,Muskogean,7,NA,0,0,USA,-99.06024063,39.50155413,0,0,NA
alab1246,dul,0.175427902,0.002061281,30,2,30,1,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Umiray Dumaget",14.1201,122.0171,8b,F,Papunesia,critically endangered,aust1307,alab1255,14.1217,122.014,0,PH,Austronesian,1276,NA,1,0,PHL,121.5444424,15.75094435,1,0,NA
alab1254,alw,3.12806117,0.164414191,278000,6,307700,1,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",7.3996,38.1838,4,T,Africa,safe,afro1255,kamb1318,7.39014,38.1732,0,ET,Afro-Asiatic,375,NA,0,0,ETH,39.55125579,8.653999188,0,1,NA
alac1244,mim,0.787447354,0.02709106,30000,5,30000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.4856,-98.4688,5,T,North America,vulnerable,otom1299,guer1245,17.25,-98.58,5,MX,Otomanguean,181,NA,0,0,MEX,-102.5763495,23.9353719,0,1,NA
alag1242,ala,1.968301133,0.085202619,35100,5,35100,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma",8.3589,8.5287,6a,T,Africa,vulnerable,atla1278,nucl1732,8.34986,8.52085,4,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
alag1248,wbj,0.833808278,0.04400607,53000,5,53000,1,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",-4.7256,35.6924,6b,T,Africa,definitely endangered,afro1255,nort3164,-4.64148,35.7231,0,TZ,Afro-Asiatic,375,NA,0,0,TZA,34.75298813,-6.257732721,0,1,NA
alak1253,alk,0.375452908,0.009160346,4000,4,4000,1,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, Central Bahnaric",15.557,106.6058,6a,F,Eurasia,safe,aust1305,bahn1264,15.5565,106.597,0,LA,Austroasiatic,156,NA,0,0,LAO,103.7502599,18.44497809,0,0,NA
alam1246,amp,1.020765557,0.049892811,1530,4,1530,1,Sepik,"Sepik, Sepik Hill, Alamblak",-4.6571,143.3013,5,T,Papunesia,definitely endangered,sepi1257,east2496,-4.66307,143.316,2,PG,Sepik,36,NA,1,0,PNG,144.3312156,-6.645007134,1,1,NA
alan1249,alj,1.262107318,0.097728687,2150,4,2150,1,Austronesian,"Austronesian, Malayo-Polynesian, North Mangyan",13.0802,121.0104,5,T,Papunesia,vulnerable,aust1307,nort2873,13.0982,121.022,0,PH,Austronesian,1276,NA,0,0,PHL,121.5444424,15.75094435,1,1,NA
alaw1244,alh,5.156796229,1.745702026,12,2,12,1,Australian,"Australian, Gunwingguan, Maran, Alawic",-15.5376,134.3392,8b,F,Australia,critically endangered,mang1423,mara1414,-15.5458,134.282,0,AU,Mangarrayi-Maran,4,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
alba1269,rbl,1.252748135,0.073456003,300000,6,300000,1,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bikol, Inland",13.0774,123.5913,6a,F,Papunesia,safe,aust1307,inla1266,13.1989,123.49,5,PH,Austronesian,1276,NA,0,0,PHL,121.5444424,15.75094435,1,0,NA
alco1235,xta,0.716195762,0.031241116,10000,5,10000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.3754,-98.396,6a,T,North America,vulnerable,otom1299,guer1245,17.3687,-98.3969,2,MX,Otomanguean,181,NA,0,0,MEX,-102.5763495,23.9353719,0,1,NA
aleg1238,alf,0.304044951,0.00490832,16300,5,16300,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",6.5534,9.053,6a,F,Africa,safe,atla1278,bend1256,6.59423,9.00394,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
alek1238,gah,0.565488722,0.021020133,25000,5,25000,1,Trans-New Guinea,"Trans-New Guinea, Kainantu-Goroka, Gorokan, Gahuku-Benabena",-6.0389,145.3828,7,T,Papunesia,vulnerable,nucl1709,gahu1246,-6.03901,145.387,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
aleu1260,ale,12.86238574,0.391771064,155,3,155,2,Eskimo-Aleut,"Eskimo-Aleut, Aleut",52.2659,-174.1451,7,T,North America,definitely endangered,eski1264,aleu1261,52.1228,-174.29,2,RU US,Eskimo-Aleut,13,0,1,0,NA,NA,NA,1,1,0
alge1239,arq,48.02525751,30.45178322,29377100,8,32377100,2,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",34.2802,3.9745,3,T,Africa,safe,afro1255,nort3191,35.4208,3.23033,3,DZ MA TN,Afro-Asiatic,375,1,0,0,DZA,2.598047792,28.18548128,0,1,1
alge1240,aao,35.49918328,67.88583704,178000,6,178000,2,Afro-Asiatic,"Afro-Asiatic, Semitic, Central, South, Arabic",27.8973,1.2854,6a,F,Africa,safe,afro1255,nort3191,20.8884,4.80626,0,DZ LY MA NE,Afro-Asiatic,375,NA,0,0,DZA,2.598047792,28.18548128,0,0,NA
algo1255,alq,5.648212852,0.222208024,1760,4,1760,1,Algic,"Algic, Algonquian, Ojibwa-Potawatomi",47.3888,-77.523,6b,T,North America,vulnerable,algi1248,seve1242,47.3876,-77.5258,2,CA,Algic,46,NA,1,0,CAN,-101.5698221,57.7487688,0,1,NA
alii1240,aiy,3.757791033,0.334286046,35000,5,35000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, East",4.5394,18.0722,6a,F,Africa,safe,atla1278,ngba1286,4.60014,18.0352,0,CD CF,Atlantic-Congo,1436,NA,0,0,CAF,20.37434729,6.542778706,0,0,NA
alla1247,all,0.335145098,0.008443628,350,3,350,1,Dravidian,"Dravidian, Unclassified",11.1678,76.4125,6b,T,Eurasia,definitely endangered,drav1251,mala1541,11.0803,76.6593,0,IN,Dravidian,80,NA,1,0,IND,79.59370376,22.92500641,0,1,NA
alla1248,ald,1.832814402,0.049866354,23000,5,23000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Avikam-Alladian",5.2239,-4.4152,5,T,Africa,safe,atla1278,avik1242,5.22371,-4.42647,0,CI,Atlantic-Congo,1436,0,0,0,CIV,-5.612043645,7.553755007,0,1,NA
aloa1235,zaq,0.364081013,0.009049588,3400,4,3400,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Popolocan-Zapotecan, Zapotecan, Zapotec",17.4114,-96.744,6a,T,North America,safe,otom1299,sier1251,17.4137,-96.7438,0,MX,Otomanguean,181,NA,0,0,MEX,-102.5763495,23.9353719,0,1,NA
alop1235,ypo,NA,NA,500,3,500,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",23.5572,101.9514,6b,F,Eurasia,vulnerable,sino1245,phol1236,23.59,101.933,0,CN,Sino-Tibetan,496,NA,0,0,CHN,103.8653653,36.60943238,0,0,NA
alor1247,aol,1.437513895,0.011037441,25000,5,25000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Bima-Lembata",-8.2071,124.2674,6a,F,Papunesia,safe,aust1307,lama1293,-8.20382,124.264,0,ID,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
alug1235,aub,NA,NA,3500,4,3500,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",23.1091,102.9448,6a,F,Eurasia,safe,sino1245,phup1236,23,103,0,CN,Sino-Tibetan,496,NA,0,0,CHN,103.8653653,36.60943238,0,0,NA
aluk1238,xua,0.5037022,0.018163715,2500,4,2500,1,Dravidian,"Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Kodagu",11.4142,76.7623,6a,F,Eurasia,definitely endangered,drav1251,kann1259,11.3456,76.7995,0,IN,Dravidian,80,NA,1,0,IND,79.59370376,22.92500641,0,0,NA
alum1246,aab,0.22443641,0.003247765,7000,4,7000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Alumic",9.0164,8.612,6a,F,Africa,safe,atla1278,alum1251,9.01513,8.55956,2,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
alun1238,alp,1.793167284,0.104934374,17200,5,17200,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Three Rivers, Amalumute, Northwest Seram, Ulat Inai",-3.0916,128.3985,5,T,Papunesia,vulnerable,aust1307,ulat1237,-3.11477,128.394,5,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
aluo1235,yna,NA,NA,25000,5,25000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",26.0528,102.2209,7,F,Eurasia,definitely endangered,sino1245,unun9956,26,102,0,CN,Sino-Tibetan,496,NA,0,0,CHN,103.8653653,36.60943238,0,0,NA
alur1250,alz,3.278415043,0.255138667,1735000,7,1735000,2,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Western, Luo, Southern, Luo-Acholi, Alur-Acholi, Alur",2.3676,30.7796,5,T,Africa,safe,nilo1247,adho1241,2.36213,31.0016,4,CD UG,Nilotic,55,1,0,0,UGA,32.35754815,1.295486963,0,1,1
alut1245,alr,9.673182343,0.762527666,25,2,25,1,Chukotko-Kamchatkan,"Chukotko-Kamchatkan, Northern, Koryak-Alyutor",60.3918,165.6357,8b,F,Eurasia,severely endangered,chuk1271,kory1247,60.3844,165.653,3,RU,Chukotko-Kamchatkan,7,NA,1,0,RUS,99.21652679,61.69256471,0,0,NA
alvi1241,avd,0.635442659,0.028789551,NA,NA,NA,1,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Talysh",34.9965,50.3928,7,F,Eurasia,severely endangered,indo1319,sout3177,35.0075,50.3794,2,IR,Indo-European,588,NA,0,0,IRN,54.2854515,32.51891732,0,0,NA
alya1239,aly,15.25835802,11.17121494,1660,4,1660,1,Australian,"Australian, Pama-Nyungan, Arandic",-21.1271,136.452,5,T,Australia,vulnerable,pama1250,aran1263,-21.0427,136.835,0,AU,Pama-Nyungan,248,0,1,0,AUS,134.3760786,-25.56076406,0,1,0
amah1245,amq,0.211902212,0.002207933,50,2,50,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, East, Seram Straits, Uliase, Hatuhaha, Elpaputi",-3.3185,128.9454,8b,F,Papunesia,critically endangered,aust1307,elpa1239,-3.32028,128.939,3,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,0,NA
amah1246,amc,5.893369699,0.534124867,520,3,520,2,Panoan,"Panoan, Mainline, Tri-State, Amawaka",-10.5196,-72.596,7,T,South America,severely endangered,pano1259,head1239,-10.2012,-72.3208,2,BR PE,Pano-Tacanan,45,1,0,0,PER,-74.39180582,-9.191562905,0,1,0
amai1246,ali,0.928123921,0.033313671,1780,4,1780,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Pihom, Amaimon",-5.2026,145.377,6a,T,Papunesia,safe,nucl1709,croi1234,-5.18742,145.368,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
amal1242,aad,0.282800187,0.005168153,830,3,830,1,Sepik,"Sepik, Iwam",-4.0487,141.9967,6a,F,Papunesia,definitely endangered,sepi1257,sepi1257,-4.04517,141.995,0,PG,Sepik,36,NA,0,1,PNG,144.3312156,-6.645007134,1,0,NA
amam1246,wer,1.005335501,0.068027108,4160,4,4160,1,Trans-New Guinea,"Trans-New Guinea, Southeast Papuan, Goilalan, Kunimaipa",-7.7611,146.8536,5,T,Papunesia,safe,goil1242,weri1254,-7.9,146.92,0,PG,Goilalan,6,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
aman1265,amn,0.88459694,0.048953864,4420,4,4420,1,Border,"Border, Waris",-3.5221,141.1974,5,T,Papunesia,definitely endangered,bord1247,wari1265,-3.51516,141.178,0,PG,Border,15,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
amap1240,amm,0.610882091,0.019365961,480,3,480,1,Arai (Left May),Arai (Left May),-4.1995,141.6572,5,T,Papunesia,vulnerable,left1242,nucl1244,-4.20192,141.658,0,PG,Left May,6,NA,1,0,PNG,144.3312156,-6.645007134,1,1,NA
amar1271,amg,1.525202077,0.083115762,1,1,1,1,Australian,"Australian, Yiwaidjan, Amaragic",-11.9997,132.8504,8b,F,Australia,critically endangered,iwai1246,iwai1246,-11.9876,132.878,0,AU,Iwaidjan Proper,4,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
amar1272,aie,0.513921785,0.008424161,230,3,230,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Amara",-5.547,148.6817,7,T,Papunesia,definitely endangered,aust1307,sout2874,-5.55778,148.68,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
amar1273,aaz,1.651174485,0.065734498,70000,5,70000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor, Uab Meto",-10.2341,123.8968,5,T,Papunesia,vulnerable,aust1307,uabm1238,-10.21751,123.96373,4,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
amar1274,amr,2.525237385,0.285037874,1910,4,1910,1,Harákmbut,Harákmbut,-12.5934,-70.58,6b,T,South America,definitely endangered,hara1260,hara1260,-12.4931,-70.5533,1,PE,Harakmbut,2,NA,0,1,PER,-74.39180582,-9.191562905,0,1,NA
amas1236,nyi,1.060701549,0.06037193,142000,6,142000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Nyimang",12.1019,29.43,5,T,Africa,safe,nyim1244,nyim1244,12.0993,29.4332,0,SD,Nyimang,2,1,0,0,SDN,29.86260401,15.990585,0,1,0
